url	first_seen	portal	title	company	location	work_mode	contract	status
https://www.pracuj.pl/praca/stanowisko-ds-dokumentacji-it-i-komunikacji-k-m-warszawa,oferta,1004731296	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Stanowisko ds. dokumentacji IT i komunikacji​ (k/m)	PKP Polskie Linie Kolejowe S.A	Warszawa	Praca stacjonarna	Pełny etat, Umowa o pracę	skipped_title
https://www.pracuj.pl/praca/ekspert-ds-komunikacji-spoleczne-j-k-m-warszawa,oferta,1004713963	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Ekspert ds. komunikacji społeczne​j (k/m)	PKP Polskie Linie Kolejowe S.A	Warszawa	Praca stacjonarna	Pełny etat, Umowa o pracę	added
https://www.pracuj.pl/praca/asystent-asystentka-biura-i-wsparcia-komunikacji-warszawa-lotewska-17,oferta,1004742117	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Asystent/Asystentka biura i wsparcia komunikacji	UTILA sp. z o.o.	Warszawa, Praga-Południe	Praca stacjonarna	Pełny etat, Umowa o pracę, Umowa zlecenie, Kontrakt B2B	skipped_title
https://www.pracuj.pl/praca/specjalistka-specjalista-w-wydziale-komunikacji-wewnetrznej-i-identyfikacji-wizu-warszawa-aleksandra-krywulta-2,oferta,1004712267	2026-04-08	Playwright: Pracuj.pl — Komunikacja	specjalistka/specjalista w Wydziale Komunikacji Wewnętrznej i Identyfikacji Wizualnej w Biurze Zarządzania Wiedzą i Historii Dyplomacji.	Ministerstwo Spraw Zagranicznych	Warszawa, Śródmieście	Praca stacjonarna	Pełny etat, Umowa o pracę	added
https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-i-komunikacji-warszawa,oferta,1004706132	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Specjalista / Specjalistka ds. Marketingu i Komunikacji	TUZ UBEZPIECZENIA	Warszawa	Praca hybrydowa	Pełny etat, Umowa o pracę	skipped_title
https://www.pracuj.pl/praca/starszy-specjalista-ds-komunikacji-zewnetrznej-k-m-n-warszawa,oferta,1004704779	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Starszy Specjalista ds. Komunikacji Zewnętrznej (k/m/n)	Adamed Pharma S.A.	Warszawa	Praca hybrydowa	Pełny etat, Umowa o pracę	added
https://www.pracuj.pl/praca/platny-staz-w-dziale-komunikacji-korporacyjnej-k-m-warszawa-jutrzenki-105,oferta,1004704665	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Płatny Staż w Dziale Komunikacji Korporacyjnej (k/m)	Robert Bosch Sp. z o.o.	Warszawa, Włochy	Praca hybrydowa	Część etatu, Umowa zlecenie	skipped_title
https://www.pracuj.pl/praca/glowny-specjalista-glowna-specjalistka-ds-marketingu-i-komunikacji-korporacyjnej-warszawa-topiel-12,oferta,1004735176	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Główny Specjalista/Główna Specjalistka ds. Marketingu i Komunikacji Korporacyjnej (k/m/n)	SYSTEM GAZOCIĄGÓW TRANZYTOWYCH "EUROPOL GAZ" S.A.	Warszawa, Śródmieście	Praca stacjonarna	Pełny etat, Umowa o pracę	added
https://www.pracuj.pl/praca/starszy-specjalista-starsza-specjalistka-ds-komunikacji-warszawa-prosta-51,oferta,1004734301	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Starszy specjalista / Starsza specjalistka ds. komunikacji	CSR Consulting Małgorzata Greszta	Warszawa, Wola	Praca hybrydowa	Pełny etat, Umowa o pracę	added
https://www.pracuj.pl/praca/specjalista-specjalistka-ds-komunikacji-zewnetrznej-warszawa,oferta,1004699080	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Specjalista / Specjalistka ds. Komunikacji Zewnętrznej	‌	Warszawa	Praca hybrydowa	Pełny etat, Umowa o pracę	added
https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-marketingu-i-komunikacji-warszawa-heliotropow-15,oferta,1004730723	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Młodszy specjalista / Młodsza specjalistka ds. marketingu i komunikacji	ESTGEN sp. z o.o.	Warszawa, Wawer	Praca hybrydowa	Pełny etat, Umowa o pracę	skipped_title
https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-i-komunikacji-warszawa-migdalowa-4,oferta,1004699364	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Specjalista / Specjalistka ds. marketingu i komunikacji	KIDS INSPIRATIONS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ	Warszawa, Ursynów	Praca stacjonarna, Praca hybrydowa	Pełny etat, Umowa o pracę	skipped_title
https://www.pracuj.pl/praca/specjalista-ka-ds-komunikacji-i-mediow-spolecznosciowych-warszawa,oferta,1004698387	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Specjalista/ka ds. komunikacji i mediów społecznościowych	Fundacja JiM	Warszawa	Praca stacjonarna	Pełny etat, Umowa o pracę	added
https://www.pracuj.pl/praca/kierownik-kierowniczka-dzialu-komunikacji-naukowej-i-promocji-warszawa-ksiecia-janusza-64,oferta,1004728005	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Kierownik / Kierowniczka Działu Komunikacji Naukowej i Promocji	Instytut Geofizyki Polskiej Akademii Nauk	Warszawa, Wola	Praca stacjonarna, Praca hybrydowa	Pełny etat, Umowa o pracę	skipped_title
https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-i-komunikacji-warszawa,oferta,1004712785	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Specjalista / Specjalistka ds. Marketingu i Komunikacji	AKCES NCBR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ	Warszawa	Praca stacjonarna	Pełny etat, Umowa o pracę	skipped_title
https://www.pracuj.pl/praca/koordynatorka-koordynator-ds-komunikacji-zewnetrznej-warszawa,oferta,1004696694	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Koordynatorka / Koordynator ds. Komunikacji Zewnętrznej	GRUPA PZU	Warszawa	Praca hybrydowa	Pełny etat, Umowa o pracę	added
https://www.pracuj.pl/praca/koordynator-ds-administracji-i-komunikacji-m-k-warszawa,oferta,1004693907	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Koordynator ds. administracji i komunikacji (m/k)	ISS Polska	Warszawa	Praca stacjonarna	Pełny etat, Umowa o pracę	skipped_title
https://www.pracuj.pl/praca/specjalista-specjalistka-ds-komunikacji-warszawa,oferta,1004717532	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Specjalista / Specjalistka ds. komunikacji	Fundacja Wielka Orkiestra Świątecznej Pomocy	Warszawa	Praca stacjonarna	Pełny etat, Umowa o pracę	added
https://www.pracuj.pl/praca/specjalista-specjalistka-ds-komunikacji-warszawa,oferta,1004715872	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Specjalista / Specjalistka ds. komunikacji	OW POLSKA sp. z o.o.	Warszawa	Praca hybrydowa	Pełny etat, Kontrakt B2B	added
https://www.pracuj.pl/praca/specjalista-ds-komunikacji-k-m-warszawa,oferta,1004696904	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Specjalista ds. Komunikacji (K/M)	Uniwersytet Warszawski	Warszawa	Praca stacjonarna	Pełny etat, Umowa o pracę	added
https://www.pracuj.pl/praca/podinspektor-inspektor-specjalista-glowny-specjalista-ds-komunikacji-spolecznej-zielonka-lipowa-5,oferta,1004696283	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Podinspektor / Inspektor / Specjalista / Główny specjalista ds. komunikacji społecznej (k/m)	Urząd Miasta Zielonka		Praca stacjonarna	Pełny etat, Umowa o pracę	added
https://www.pracuj.pl/praca/mechanik-samochodowy-elektryk-elektronik-samochodowy-warszawa,oferta,1004739606	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Mechanik Samochodowy Elektryk - Elektronik Samochodowy	Przedsiębiorstwo Komunikacji Samochodowej w Grodzisku Maz., Sp. z o. o.	Warszawa	Praca stacjonarna	Pełny etat, Umowa o pracę, Umowa zlecenie	skipped_title
https://www.pracuj.pl/praca/kierowca-kierowczyni-autobusu-kat-d-grodzisk-mazowiecki,oferta,1004739596	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Kierowca / Kierowczyni autobusu (kat. D)	Przedsiębiorstwo Komunikacji Samochodowej w Grodzisku Maz., Sp. z o. o.			Pełny etat, Umowa o pracę, Umowa zlecenie	skipped_title
https://www.pracuj.pl/praca/kierowca-autobusu-miejskiego-m-k-n-kielpin-pow-warszawski-zachodni,oferta,1004728175	2026-04-08	Playwright: Pracuj.pl — Komunikacja	Kierowca autobusu miejskiego (m/k/n)	KOMUNIKACJA MIEJSKA ŁOMIANKI SP. Z O. O.			Pełny etat, Część etatu, Umowa o pracę	skipped_title
https://nofluffjobs.com/pl/job/social-media-specialist-social-media-ninja-it-virtuslab-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Social Media Specialist / Social Media Ninja (IT)	VirtusLab				skipped_title
https://nofluffjobs.com/pl/job/marketing-lead-marketing-owner-virtuslab-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Marketing Lead / Marketing Owner	VirtusLab				skipped_title
https://nofluffjobs.com/pl/job/digital-marketing-manager-seo-geo-with-german-sunzinet-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Digital Marketing Manager- SEO/GEO with German	Sunzinet				skipped_title
https://nofluffjobs.com/pl/job/senior-content-marketing-specialist-stx-next-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Senior Content Marketing Specialist	STX Next				skipped_title
https://nofluffjobs.com/pl/job/communication-specialist-tomczak-stanislawski-marketing-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Communication Specialist	Tomczak Stanisławski Marketing				skipped_title
https://nofluffjobs.com/pl/job/influencer-marketing-manager-bluebinary-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Influencer Marketing Manager	BLUEBINARY				skipped_title
https://nofluffjobs.com/pl/job/digital-marketing-growth-manager-link-group-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Digital Marketing & Growth Manager	Link Group				skipped_title
https://nofluffjobs.com/pl/job/content-writer-ai-topics-railsware-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Content Writer (AI topics)	Railsware				skipped_title
https://nofluffjobs.com/pl/job/product-marketing-manager-dtc-100-remote-premium-invention-limited	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Product Marketing Manager - DTC - 100%	Premium Invention Limited				skipped_title
https://nofluffjobs.com/pl/job/remote-product-marketing-specialist-techmagic	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Remote Product Marketing Specialist	TechMagic				skipped_title
https://nofluffjobs.com/pl/job/digital-marketing-manager-railsware-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Digital Marketing Manager	Railsware				skipped_title
https://nofluffjobs.com/pl/job/content-writer-b2b-tech-products-railsware-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Content Writer (B2B, tech products)	Railsware				skipped_title
https://nofluffjobs.com/pl/job/specjalista-ka-google-ads-antal-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Specjalista/ka Google Ads	Antal				skipped_title
https://nofluffjobs.com/pl/job/specjalista-ka-meta-ads-antal-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Specjalista/ka Meta Ads	Antal				skipped_title
https://nofluffjobs.com/pl/job/growth-marketing-manager-b2b-saas-railsware-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Growth Marketing Manager (B2B SaaS)	Railsware				skipped_title
https://nofluffjobs.com/pl/job/corporate-communications-specialist-consultant-k-m-antal-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Corporate Communications Specialist / Consultant K/M	Antal				added
https://nofluffjobs.com/pl/job/content-writer-titan-apps-railsware-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Content Writer (Titan Apps)	Railsware				skipped_title
https://nofluffjobs.com/pl/job/experienced-amazon-account-manager-100-remote-sculpd	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Experienced Amazon Account Manager - 100%	Sculpd				skipped_title
https://nofluffjobs.com/pl/job/growth-performance-marketer-100-remote-voyage	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Growth & Performance Marketer - 100%	Voyage				skipped_title
https://nofluffjobs.com/pl/job/marketing-operations-manager-social-and-community-adroit-group-remote	2026-04-08	Playwright: NoFluffJobs — PR & Communications	Marketing Operations Manager - Social and Community	Adroit Group				skipped_title
